organisationsnummer,leverantör
5591749048,LINDSKOG PSYKOTERAPI OCH HANDLEDNING AB
5591761597,VERONA PIZZABUTIK AB
,PIA SCHMIDT DE GRAAF
,V.S GUIDE TILL VÄLBEFINNANDE (FB)
,KERSTINS HÄLSOKÄLLA
,NINA KORHONEN
,MASONIT DESIGN
,SHINRIN-YOKU SWEDEN
,UFFES MUSIK & BILD
,MÅRTEN MEDBO
,MARTIN ANDERSSON
,CLAES ANTIK
,HÅKAN NILSSON
,MINDWORKS MUSIC PROD.
,MONA LILJEDAHL
,JENS VIKINGSSON MÅLTIDSRESURS
,DIALOGIKOS SAMTALSPRAKTIK
,ANN-MARIE BACKLUND ENSKILDA FIRMA
,NO-TERA
,"FULEIL, ABDI SALAH"
,MATTIAS BOSTRÖM
,TOPZY ENTERTAINMENT
,MY LINDH
,ANDREAS PALMAER
,G&G HORECA CONSULTING
,OTHMAN'S GATUKÖK & PIZZERIA
,JENNY ASCHENBRENNER
7572019011,BRF PLÅTBOCKAREN
,DAVID BERGSTRÖM
7696015481,VETEKORNET FÖRÄLDRAKOOPERATIV (FB)
7696058705,PORT ELECTRIC EK FÖR
7696077838,BRF HÄGGEN 17:10
7696183974,VIRPI PAHKINEN DANCE COMPANY EK. FÖREN.
7696363139,LANDET OSS EKONOMISK FÖRENING (FB)
7696365290,NEVVEN PROJECTS EK.FÖR.
,MARCUS STRANDMAN
,GUSTAV SPARR
,HANNA NORDENHÖK
,VILD PRODUKTION EVALOTTA BELIN
,SEREN KROPPSVÅRD
,MARCUS GUSTAVSSON PRODUKTION
8020145424,SVEROK
8020147792,STIFTELSEN DANSENS HUS
8024107636,STIFTELSEN AGSLO
8024161930,GEIGER
8024262738,STIFTELSEN LIONS-QUEST INTERNATIONAL FOUNDATION IN SWEDEN
8024333398,STREETSTAR
8024492145,DJURBRANSCHENS YRKESNÄMND
8024645353,SVERIGES FORDONSVERKSTÄDERS FÖRENING
8024727235,Gamlestaden Jazzfestival
8024895776,FORUM FÖR SAMTAL OM BERÄTTARKONST
8024900725,KVINNOFÖRENINGEN IDÉ
8024917455,ÖIS FRIIDROTTSKLUBB
8025003396,PRIMALIMPRO / MARTIN GUSTAFSSON
8025106223,HELAMALMÖ
8025131650,FRIVILLIG ORGANISATIONEN AGAPE GÖTEBORG
8025141873,RÖRANE STUDIO
,AGNES LIDBECK
8152000728,VINGA FOLKHÖGSKOLA
8176016577,PANIKTEATERN
,MILLANIMATION
8275011131,ERIKSHJÄLPEN SECOND HAND BUTIKER
8290009110,BERÄTTARNÄTET KRONOBERG
,HANNES NILSSON
,MONA AL AYOUBY
,"MOURATIDOU, MELPOMENI"
8465017070,BRYGGERIETS BILDNINGSBYRÅ
8494001913,MONTESSORIFÖRSKOLAN SOLSTRÅLEN/MEDBORGARSKOLAN
8494001913,MUSIKFÖRSKOLAN DO RE MI/MEDBORGARSKOLAN
,GALLERI CORA HILLEBRAND
,ALANYA PIZZERIA
,LÓCA - ALTERNATIVE MAKEUP
8551010930,BOAFÖRENINGEN
8572012600,NATURSKYDDSFÖRENINGEN I GÖTEBORG
8572019076,REN KUST/VÄSTKUSTSTIFTELSEN
8572039421,KONSTNÄRERNAS KOLLEKTIVVERKSTAD
8572040676,FÖRETAGARFÖRENINGEN ANGEREDS CENTRUM
8572047572,BJÖRLANDA-TORSLANDA HEMBYGDSFÖREN
8572082884,PMI SWEDEN CHAPTER
8572094459,VÄSTRA FRÖLUNDA NATURVÅRDSFÖRENING
8585008074,UDDEVALLA SCOUTKÅR AV SVENSKA SCOUTFÖRBUNDET
,JMJ INTERACTIVE
,NO REGRETS FONOGRAM
8635000527,EQUMENIAKYRKAN LERUM
8645009435,NATURSKYDDSFÖRENINGEN SÖDRA ÄLVSBORG
,ANNA HYDÉN
,SIRI KARBIN ÅHLUND
,SERIÖST FÖRLAG
,ZUKIE MUSIC PRODUCTIONS
,J JAARNEK MUSIC & DANCE
,AXEL KRONHOLM
,HENNING SERNHEDE
,HAMPUS ANDERSSON
,JACOB LINCKE MUSIC
,AMANDA KALLIN
,KASID MUSIC
,HANNA OLAUSSON
,BJÖRN SJÖLIN
,FREDRIK FORSMAN
,KARL MAGNÚS ANDERSSON
,FELICIA GROSIN
,EMELIE JOHANSSON
,PETRA HESSEL
9696229427,AJ MEDICAL
9696442608,BONKAGÄNGEN HB
9696565275,SO WHAT PRODUCTIONS HB
9696733337,GIRAK KB
9696969899,HB CLASSIC JAZZ SWEDEN
9697547736,E & E KOGNITIONSETOLOGERNA
9697816594,TYNNEREDS PIZZERIA HANDELSBOLAG
9697822196,JAHN & REUTERSWÄRD
9697868009,MIXSET BEST MUSIC KB
SAKANS,ZAVOD MANIPURA
SAKNAS,ASSOCIAZIONE INCO-MOLFETTA
SAKNAS,COMBINED BOOK SERVICES
SAKNAS,CONFERENCE PARTNERS UK LTD.
SAKNAS,CONTINUOUS ACTION
SAKNAS,COORDINADORA INFANTIL Y JUVENIL DE T.L. DE VALLECAS
SAKNAS,DAWID RYSKI PINATA UNIQUE
SAKNAS,EVERYTHING IS POSSIBLE
SAKNAS,GOTHENBURG EUROPEAN OFFICE
SAKNAS,HANKÖ HOTELL & SPA AS
SAKNAS,HELT I DET BLÅ AS
SAKNAS,ILLBY PLAST AB OY
SAKNAS,K.A.N.E/ SOCIAL YOUTH DEVELOPMENT NGO
SAKNAS,LINK ARKITEKTUR AS
SAKNAS,MARINA POPOVIC
SAKNAS,MOEBE APS
SAKNAS,MVRDV B.V.
SAKNAS,PCM ARQUITECTURA Y DESARROLLOS CONSTRUCTIVOS SL
SAKNAS,PLANO2 CONSULTING P.C.
SAKNAS,QUALITY HOTEL HÖJE TAASTRUP
SAKNAS,SCIENTIST FACTORY AS
SAKNAS,STIFTELSEN NAKUHEL ASKER
SAKNAS,VALTAVALO OY
SAKNAS,WIV ENTERTAINMENT GMBH
2021005448,SKATTEVERKET SKATTEENHET 1 GÖTEBORG SKATTESEKTION 7
2120000142,"STOCKHOLMS STAD, STADSBYGGNADSKONTORET"
2620000121,HUSHÅLLNINGSSÄLLSKAPET HALLAND
2620001590,NORDREGIO
,ANTIKVARIAT GUNNAR SCHÖN
,JANS BOKLÅDA
,KERSTIN BRATT
,B.B. TRANSPORTTEKNIK
5020599469,"CONDAIR A/S, DK 15200537"
5020742655,MED24.SE
,IWAR BERGKVIST ENSKILD FIRMA
5164016536,GAMLA LIVFÖRSÄKRINGSAB SEB TRYGG LIV
5164022187,YAZAKI EUROPE LTD
,FRANKER EDUCATION AND LEARNING
,MÅVHOLMS PSYKOTERAPI OCH RÅDGIVNINGSBYRÅ
,ANTIKVARIAT ABRAHAM TIBRO
,ENJOY MOVEMENTS
5560424391,TRANSDEV SVERIGE AB
5560599473,SYSTEMBOLAGET
5560654724,SKANDIA BOSTÄDER AB
5560657586,PLAST METALL GLAS AB
5560727777,VOLVO TRUCK CENTER AB
5560744236,STOCKHOLMS AETER O ESSENCEFABRIK AB
5560753328,BLÅ SNOKEN AB
5560811019,GUSTAF GUSTAFSONS ÅKERI AKTIEBOLAG
5560876236,MÖLNLYCKE LACKERING KARROSERIVST AB
5560971078,DAMSALONG JAN AKTIEBOLAG
5561097261,ELPROMAN AB
5561130039,RZ HB MEKANISKA AB
5561222000,FAGERHULTS BELYSNING SVERIGE AB
5561494138,OLSFORS ELEKTRISKA AB
5561542480,LAXEN SPECIALNÄT AB
5561625905,AB SWEDEC AUTOMATION
5561831545,INTERKAKEL AB
5562053297,TAXI TROLLHÄTTAN AB
5562129873,EHRENSTRÅHLE & CO I STOCKHOLM AB
5562149848,CWT SVERIGE AB
5562150762,SVEPROL BIO PRODUCTION AB
5562443407,NYBO-VERKEN
5562574771,RADISSON BLU ARLANDIA HOTEL
5562652353,VERKTYGSFIRMA ROGER SWÄRD AB
5562676972,SMART VISITOR SYSTEM AB
5562831973,VA-TEKNIK SCANDINAVIA AB
5563105807,ALLT FÅR PLATS AB
5563169514,NORDISKA SKYLTFABRIKEN AKTIEBOLAG
5563185973,NYBLOMS
5563408458,FALKENBÄGAREN AB
5563510899,ABC EURO SOFT AB
5563609162,LUDVIGSON PARKETTRENOVERINGAR AB
5563745560,NEOPLAN VÄST AB
5563751337,GÖTHSON KONSULT AB
5563814291,HÅROLOGI OF SWEDEN AB
5563949865,VICKYS SPORTSHOP I KUNGSBACKA AB
5564032307,MÅLERIBOLAGET ENTREPRENAD I ALINGSÅS
5564090651,TRYCKSTUGAN AB
5564208642,ADDBRAND SWEDEN AB
5564476389,NTM SVERIGE AB
5564503588,SÖDERBLOMS FACTORINGTJÄNST AB
5564532058,KUNGSPORTSHUSET I GÖTEBORG AB
5564589637,NAMASTE INDIA RESTAURANG
5564630639,SVENSKA SLOTTSMÄSSOR
5564732856,DIDAKTUS SKOLOR AB
5564740024,KANOZI ARKITEKTER AB
5564784675,GULDSTRÖM & CO
5564903564,R D SPANDEX AB
5565017802,RELATIONSKONSULT TOMMIE FÄLTH AB
5565159067,LLOYD'S REGISTER CONSULTING - ENERGY AB
5565310629,H:STRÖM - ANTIKVARIAT & BOKHANDEL
5565379483,LENA EINHORN AB
5565448874,VÄRDERINGSDATA
5565477204,FRAKTKEDJAN  AB
5565490249,TIDHOLMS KULTUR AB
5565619649,ERIK SVETSARE AB
5565630133,FOTOGRAF ÅKE ERICSON AB
5565644258,HEALTH AND SPORTS NUTRITION GROUP
5565667341,FAKSIMILTRYCK AB
5565670329,STRAND BLOMMAN PÅ ÖCKERÖ AB
5565720066,SMOLK SVERIGE AB
5565725784,MR DRYCKESKULTUR & EVENEMANG AB
5565748364,HMS HANDEL AB
5565776951,MIRAGO MEDIA AB
5565879607,LJUD SÄKERHET AB
5565952990,KELLGREN MÅLERI AB
5566059555,SCANDINAVIAN GREEN ROOF INSTITUTE AB (FB)
5566156518,CAJAM AB
5566170311,AGROIDÉ AB C/O HUSHÅLLNINGSSÄLLSKAP
5566328513,RIDDARBORGEN AB
5566353198,SEJOUR STOCKHOLM AB
5566376710,KVALITETSLYFT I SVERIGE AB (FB)
5566437892,KNOW IT INFORMATION MANAGEMENT GÖTE
5566511985,LA FLEUR I VARBERG AB
5566621958,IT IS MEDIA SVENSKA AB
5566634142,MARIEDALS BYGGTJÄNST AB
5566638762,BRIGHT VERKSAMHETSUTVECKLING AB
5566643770,ACKEBRINK AB
5566743810,EGERUP PRODUKTION & STUDIO (FB)
5566800347,MICROBIAL ANALYTICS SWEDEN AB
5566830195,KÅA TRANSPORT AB
5566893292,POSTNUMMERSERVICE NORDEN AB
5566920350,SWEDE SHIP YACHTSERVICE AB
5566956404,NIKITA HAIR SWEDEN AB
5566990486,DEMO GROUP GOTHENBURG AB (FB)
5567102024,MÅLERIFÖRETAGEN I VÄST SERVICEAKTIEBOLAG
5567112791,SHOWPRO TN AB
5567118004,BARSLUND SVERIGE AB
5567125231,ADONNEWS (FB)
5567135933,EXAKTA PROFILE AB
5567144109,DOWN FILM AB
5567165112,SVERIGES FÖRMEDLARE SPIK AB
5567165112,SVERIGES FÖRMEDLARE SPIK AB (FB)
5567165286,MAGNE MANAGEMENT AB
5567226617,PREVENT BEVAKNING AB
5567260244,FLOATTECH SWEDEN AB
5567321905,TEMAKON AB
5567325989,OLSSON & COMPANY GÖTEBORG AB
5567402929,ADVOKATBYRÅ ULF CARLZON AB
5567447486,ULRIKA KNUTSON I UPPSALA AB
5567527832,LJUSEXPERTEN BACKAPLAN
5567539803,CENTRIC PARTNER NETWORK AB
5567541577,EDT SERVICE AB (FB)
5567675805,HALMSTRÅ ENTERPRISES AB
5567680920,TRETTON 2
5567711865,BURNT OUT PUNKS AB
5567737118,KOUPIA AB/ JOHN SCOTTS MÖLNDAL
5567778500,JSD FÖRVALTNING & RÅDGIVNING AB
5567804413,JULIAN TRYCKER AB (FB)
5567875611,LAPLAND RESORTS AB
5567879308,YRKESFÖRARCENTRUM I GÖTEBORG AB
5567915136,WIKLANDS BOKLÅDA AB
5567950091,AB OMSORGSCOMPAGNIET I SALEM
5567980957,ORDFRONT FÖRLAG AB
5568010309,SCHEMAGI AB
5568055064,AMBIDUCTOR AB
5568120090,2SECURE PROTECTION AB
5568198278,JELIA CARE AB
5568212665,LIVA ASSISTANS AB
5568220775,JP SPOLSERVICE AB
5568325434,PAINTBALL DREAMS SWEDEN AB
5568387897,AB VÅRDLÄNKEN BEMANNING & REKRYTERING
5568392160,MAJESTÄT MÅLARNA I GÖTEBORG
5568397060,SERVENTUS AB
5568403827,AUTOLACKEN I SKÖVDE AB(FB)
5568437429,VAREKILS SLAKTERI AB
5568555097,LORENTZONS STYR AB
5568625569,NYPON FÖRLAG AB
5568729940,MALILA MEDIA AB
5568745656,ANTON LJUNGQVIST MUSIK AB
5568766215,AB VABON (FB)
5568832264,C.E.B. BEGRAVNINGSBYRÅ
5568899941,HT CENTRALER AB
5568982853,ZANGGER VOCAL ART
5568991912,SAHLGRENSKA SKOBUTIK I GBG AB
5569015257,NÄRKIA UTBILDNING AB
5569022931,LJUDINFANTERIET AB
5569064222,NOBELIUS MÅLERI AB
5569069270,FIA GÅRDEN AB
5569130544,PERSONLIG ASSISTANS I S.SVERIGE AB
5569145781,VARTOFTA GARN OCH TEXTIL AB
5569174880,STÅL & STIL VALMATERIAL AB
5569208118,HOT SOLUTIONS AB
5569284747,ÖLSTUGAN TULLEN LEJONET AB
5569297087,MENYN MALMÖ AB
5569371064,ELFSTRÖM & CO AB
5569426850,VALTAM GROUP AB
5569452955,RUT WALLIUS SAMTAL OCH SAMSPEL AB
5569455727,"VACKRA, BLOMSTER & TING AB"
5569474421,BLACK SKERRY FÖRLAG AB
5569488009,FOTOGRAF EMMA SVENSSON AB (FB)
5569534505,GALINGO MEDIA AB
5569557308,SVENSKA MARINVAROR I LULEÅ AB
5569580631,QEIQ AB
5569650822,TELEHANTERING I GÖTEBORG AB
5569659005,ILICON AB
5569663916,STUDIO WITH SWEDEN AB
5569681157,LED LIGHT SCANDINAVIA AB
5569727612,AWITA AB
5569853376,SKÅNES DJURPARK
5569893885,SPICE LINNÉ AB
5569963886,ELITDECOR AB
5569994451,JUBEL AB
5590070875,KAKAN HERMANSSON AB
5590124516,YXFILM AB
5590207121,PINSCHER MEDIA AB (FB)
5590230602,MÄSTERBAGERIET  SVERIGE AB (FB)
5590300652,LOUISE BRINGSELIUS AB
5590400155,CUSTELLENCE ENTERPRISE AB
5590403969,HAVSNÄRA HEM
5590460639,INCA FAMILJEHEM & KONSULT AB
5590515028,JIA HENG AB
5590540000,SPEAKAT FASTIGHETSTJÄNSTER AB
5590584875,VA FÄLTTJÄNST AB
5590585021,NYTT OCH LÄST AB
5590590096,BAHLSAM LIVING&CAFÉ AB
5590624903,LINDROOS.NU I VAGGERYD AB
5590632021,PDL CENTER GÖTEBORG AB
5590649025,DEMOKRATEAM AB
5590658315,GAFFELKONST RESTAURANG AB
5590671805,GOWRI INDIAN RESTAURANT AB
5590674452,THIS IS THE HEYDAYS AB (FB)
5590697180,EDAB KERAMIK MK AB
5590805429,GÖTEBORG NYA BYGG AB
5590821913,FREJ UTBILDNING AB
5590832571,DEM DESIGN AB
5590866728,OLSSONS MILJÖ & ORD AB
5590885116,GDPR HERO AB
5590885611,SOLLEBRUNNS GÄSTGIFVERI AB
5590886080,SHEER PERFECTION AB
5590917166,KNORRENS ANTIKVARIAT AB
5590989413,THINKRIGHT INFORMATIONSSAMORDNING AB
5591010482,HAGABADET I CITY AB
5591019608,ANTI AB
5591020390,GÖTEBORGARE VEGAN
5591058671,ÖRNEN OCH KRÅKAN (FB)
5591082416,MÅLARNA I ALINGSÅS AB
5591108377,TOLKFÖRMEDLARE SVERIGE AB
5591141972,RESTAURANG GULA VILLAN AB
5591210439,HELIN RESTAURANG AB
5591218887,XSTUFF TRADING AB
5591219794,ATLATEN SEAFOOD
5591248546,PETTER SHWAN KÖRKORT AB (FB)
5591266258,SA PRODUKTION AB
5591268825,SVENSKA FLYTTSTÄDSBYRÅN AB
5591324578,BY FAUX AB
5591327522,RASTA GASTROPUBAR AB
5591331011,M B D BYGG AB
5591331391,LPP KONSULT AB
5591335574,PITCHERS SEE YOU RESTAURANG AB
5591361125,RESTAURANG SLAKTHUSET AB
5591444889,BRANDSANERING AVFUKTNINGSTEKNIK VÄST AB
5591448682,WILL SERVICE AB
5591477046,MOON THAI KITCHEN AB
5591530851,L.A. ENTREPRENAD AB
5591577241,SMART PLANERING SVERIGE AB
5591616239,TEMPO GÖTEBORG VRÅNGÖ MULTIPLIKATION AB
5591694624,LEBAB I VÄST AB
5591710040,HS HÖRSELTEKNIK AB
5591750939,FUNKA MERA NORDEN AB
5591785745,VERONICA GRÖNTES FÖRFATTARSKOLA AB
5591793277,ERIKSSON BROS AB
5591834287,LJUNGSKILEBUSS AB
5591842744,MALININGRID AB
,SUSANNE ELLBIN
,FOTOGRAF HILLEVI NAGEL
,FRILANSSKRIBENT PAULA ISAKSSON
,TVÅHJULINGEN CYKELVERKSTAD (FB)
,MARIA LUNDGREN DELLGRAN
,EX PROFESSO
,ANNIKA PETERSON
,ANNIKA ÖHRNER
,GUDRUNS ULLBOD
,EVA THORS RUDVALL
,ANNA LARSSON DESIGN - FÖRLAG
,SIMIN PIROOZ
,SVENSKA NICE FÖRLAG
,BELLA BOK & SAGA
,DB MUSIC DAN BORNEMARK
,JP CONTENT CREATION
,FINGERPRINT ILLUSTRATIONER & FÖRLAG
,DULONGO
,AD LUMEN CONNY ÅHS
,JOHAN HENRYSSON
,ELLERR KONSULT
,RÖRLIGA BILDBYRÅN
,JENIN GRILL (AMNA AL-ANAS)
,FRISÖRMÄSTARN I GÖTEBORG
,BJÖRN WIMAN
,YOGA ANAHATA UTA
7179176917,NORDSLÄTTS VÄGSAMFÄLLIGHET
,FIND YOUR BALANCE AL
,LILA SOUNDS/CAROLINE ERIKSSON WAERME
,JOAKIM STEPHENSON
,GHIRMAY YOHANNES
,MULTICOM - MULTILINGUAL COMMUNICATION
,ANNA-KARIN SELBERG
,MINA DENNERT
,GÖTEBORGS ANTIKSKOLA
,CAMILLA ROVA
7572026248,HSB BRF HISINGS KÄRRA
,FIKRET ATAY
,BEHJAT OMER ABDULLA
,BESÖKSHUNDSTEAMET
,JULIA DAHLKVIST
,DANS FÖR HÄLSA
,SPÄTTANS ANTIKVARIAT
7696125850,MAJBACKENS BOGEMENSKAP EK FÖR
7696171680,PROD KOOP FANTASTIKERNA EK FÖR
7696232763,BELLAROUSH KULTURFORUM EK FÖRENING
7696256549,FÖRÄLDRAKOOPERATIVET KATTFOTEN
7696322887,KBK EK. FÖRENING
7696366991,UNDERSTRECK
,FIRMA HELENA STRÖM
,KNUTTE WESTER
,LINDA RUBBESTAD SKRÄDDARNS HUS
,PONTUS CLAESSON
,ALEXANDER GROVE
,OLOF INGER
,JACOB SCHENSTRÖM MAGICIAN
,A SCARLET FILM
,MIA MARIN
,LISA FORSBERG
,FOTOGRAF HELGA HÄRENSTAM
8020015106,MEJRAM/KAPRIS 11174 (FÖRENING)
8020047968,BETANIASTIFTELSEN (FB)
8020058841,ERICASTIFTELSEN
8020063510,STRINDBERGS INTIMA TEATER
8020084136,STAMNINGSFÖRBUNDET
8024003496,KVINNORS NÄTVERK LINNAMOTTAGNINGEN
8024266879,INSAMLINGSSTIFTELSEN EN FRISK GENERATION
8024289137,MUSIKKLASSERNA FÖRÄLDRAFÖRENING
8024353644,NIGERIANSKA FAMILJ KULTURFÖRENING
8024368006,TIDSNÄTVERKET C/O FAMILJEBOSTÄDER
8024512553,BOULECENTER MAJVALLEN
8024545173,TORPASKOLANS IDROTTSFÖRENING
8024553995,CP-COUNTERFORCE PRODUKTION
8024583059,VONGTALE KAMPSPORTFÖRENING
8024592829,BERGSJÖN 2021
8024620166,MARA VOKALENSEMBLE
8024628409,JUBBA FAMILJEFÖRENING
8024640149,FÖRENINGEN VÅRD OCH OMSORGSCOLLEGE
8024717590,WINGTSUN GBG
8024722624,FÖRENINGEN JIDDISCHKULTUR I GÖTEBORG
8024763388,JOSEPHSSON JUPITHER CO
8024940606,GHANA UNION OF GOTHENBURG
8025002638,DIGIDEM LAB
8025019004,BRYGGFÖRENINGEN PÅ KALLHEDSNÄSA
8025035950,KULTURAKADEMIN TRAPPAN IDEELL FÖRENING
8025060586,FEMALE LEGENDS
8025087530,ART FOR PEACE
8025098396,FÖRENINGEN SVERIGES SPETSUTBILDNINGAR
8025143838,ANGEREDS ATLETISKA FÖRENING
8025144612,HJÄLTEFÖRENINGEN
8025145221,VÄSTSVENSKA MONTESSORINÄTVERKET FÖRSKOLLEDARE
8025157580,MAJORNA ÄLVSBORGS FÖRETAGARFÖRENING
8025170344,ANGERED CYKELFÖRENING
,EVA-JOHANNA ISESTIG
,ELLISIF HALS
8152012434,SÖK - SVERIGES MARKNADSUNDENSÖKARE
,ANNA WENNERSTEN (FB)
8250002576,MARIEBORGS FOLKHÖGSKOLA OCH KURSGÅR
,JOSEFINE ÖSTBERG OLSSON (FB)
,PETRA HULTMAN
8394011269,MUNKA FOLKHÖGSKOLA
,ANNA LIDBERG
,IDROTTSKOLL
8494001913,FRANSKA SKOLAN
,HELLOVE (FB)
,PEEPHOLE RECORDINGS
8551009148,STIFTELSEN ENGLISH SCHOOL IN GOTHENBURG
8551009676,HAGAKYRKANS UNGA KÖRER
8572018011,NTF VÄST
8572020652,HJUVIKS AIK
8572030636,LANDALA IF
8572088436,BERGSJÖNS SOMALI KOMMITTÉ
8572091687,GÖTEBORGS AKADEMISKA KAMMARKÖR
8572096173,CLOWNKLINIKEN
,KARIN GAFVELIN
,HEALTH BY WILLIAM-PATRIK
8732013316,SPT SCANDINAVIAN PETROLEUM TECHNIC ASSOCIATION
,LJUNGKRONA-MÖNTTINEN LARISA
,NATHAN CLYDESDALE
8947012145,BIS (FB)
,BILLBERGS BYGG
,HILDA EKSTEDT
,ERASMIE GOLF
9164499585,ULTRO BOOKSHOP HANDELSBOLAG
9167527473,HANDELSBOLAGET BLADVERKET
,SAMMY BOAKYE BENNETT (FB)
,SOPHIA TAKO
,ELLEN GREIDER
,ADELINNE SMEDBERG
9697317809,HB TRANSMOPOLITAN
9697489749,SVERIGE & CO
9697541028,ANTIKVARIAT BOKBUDET KOMMANDITBOLAG
9697595347,FLORISTMÄSTARNA I TORSLANDA
9697726793,LJGT MUSIC
9697772144,SÖDRA CENTRUM KROKSLÄTT HB
9697782028,SANNE JOHANNEBERG PIZZERIA KB
9697812965,KULFORM HANDELSBOLAG
,FORSBRAND MUSIC
SAKNAS,ANVIL EDUCATION LIMITED
SAKNAS,ASSOCIATION PLEXUS POLAIRE
SAKNAS,ASSOCIATION XY
SAKNAS,BRYNJAR SIGURDARSON
SAKNAS,"CIRCA - POLE NATIONAL CIRQUE, AUCH, GERS, OCCITANIE CIRC - ALLEE DES ARTS"
SAKNAS,DAPHNE ILLUSTRATION
SAKNAS,DOM PUBLISHERS
SAKNAS,GOLDSMITHS UNIVERSITY OF LONDON
SAKNAS,INTERNATIONAL ZOO VETERINARY GROUP
SAKNAS,MALTE PERSSON
SAKNAS,MARIA NORSETH GARLI
SAKNAS,MARTIN ASBAEK GALLERY
SAKNAS,MPLUSSIT
SAKNAS,MUZEUM NARODOWE W WARSZAWIE
SAKNAS,ORDRUPGAARD
SAKNAS,RODEO ARKITEKTER AS
SAKNAS,STICHTING TRUST MONEY ECM
SAKNAS,STUDIO MONIKA WOJNAROWSKA
SAKNAS,STUDIO PIA MÄNNIKKÖ
SAKNAS,TED NOTEN
SAKNAS,THE BRISTOL CENTER FOR THE ADVANCEMENT OF ARCHITECTURE LTD
SAKNAS,UNIT 25 SARA LANE STUDIOS
SAKNAS,WANG & SÖDERSTRÖM IVS
SAKNAS,VONPANG / LENE BANG ORG
SAKNAS,WWF VERDENS NATURFOND
2120001124,MALMÖ STAD GRUNDSKOLEFÖRVALTNINGEN
2120001181,YSTADS KOMMUN
2120001355,Regionarkivet
2120002395,TIMRÅ KOMMUN
2520049020,GÖTEBORGS BEGRAVNINGSSAMF
,BX SYSTEM AB
,STENUNGSUNDS MARINSERVICE
5020077862,HANDELSBANKEN (PURE SOLUTIONS SCANDINAVIA AB)
5164016544,KPA PENSIONSFÖRSÄKRING AB
5164038266,ZURICH INSURANCE PLC
5164102773,BILLIGTPAKET.SE
5164111683,FIRST CARD
,AGNETA BERGQVIST
5560096868,ÅNGPANNOR & STOKERS AB
5560454521,KASTRUP & GENBERG AB
5560468562,GÖTEBORGS STADS BOSTADSAKTIEBOLAG
5560665217,BMR PRODUKTER AB
5560824897,FÖRVALTNINGS AB GÖTEBORGSLOKALER
5561291559,IV PRODUKT AB
5561419267,LANDVETTER MOTOR & MASKIN AB
5561818724,BOXER TV-ACCESS
5562641737,INTERKET AB
5562960442,NAUTIC AB
5563156909,GASSVETSERVICE I GÖTEBORG AB
5563177301,KVARNBÄCKEN BETONGFABRIK AB
5563299709,ASPERÖ FISK AB
5563324572,PETER RING SVETS OCH PLÅT AB
5563545366,METAPRAXIS NORDIC AB
5563798510,BERGS BYGG AB
5563996106,HARALD BLOMBERG AB
5564039849,METOPION AB
5564090347,JIO ELTJÄNST AKTIEBOLAG
5564159738,TAPTERO PLÅTSLAGERI AB
5564211786,GRUNDFÖRSTÄRKNINGAR I GÖTEBORG AB
5564255486,SVENSKA NEPTUN AB (FB)
5564616893,TOPLINE PROFIL AB
5564625233,GÖTEBORGS MARK & ASFALT AB
5564633187,TEDS SPRÄNG & STENARBETEN AB
5564642808,BARSIDAN/Y TALAY AB/RESTAURANG KUNG
5564753506,TREKOMP MASKINSERVICE AB
5564771656,MOLDEO AB
5565013983,AQUATORIET HENRIK SÖDERSTRÖM AB
5565165791,MOONDOG ENTERTAINMENT AB
5565213120,GRADE AB
5565248829,RIBBANS BOWLING AKTIEBOLAG
5565275418,COLLIGENT INKASSO AB
5565311015,L BODÉNS BYGG AB
5565355780,STORSJÖGÅRDENS HVB AB
5565400677,SYSTRA AB
5565454088,TVÅ GRÄVARE AB
5565562781,MALMBERGS ELEKTRISKA AB
5565672200,BABS PAYLINK AB
5565771259,FALCK HEALTHCARE AB
5565780482,HAMRA GOLFKROG AB
5565911087,HOLMENS TVÄTT AB
5566007786,TELAVOX AB
5566175559,FILIP KULHAN INVESTMENT AB
5566269345,ORSTED AB
5566276878,ROCKSTILE AB
5566386495,SAKTA SÄKERHETSBUTIK
5566498159,RESTAURANG KING TAN FENG LI AB
5566690078,CLIMA CHECK
5566733456,OUTDOOREXPERTEN AB
5566762356,SEGORIA
5566764410,WIZE NORDIC
5566771290,PLÅTKONSULT I KUNGÄLV AB
5566789557,ARTISAN ORGANICS SWEDEN AB (FB)
5566792411,SS FOTO
5566884218,LASERFORTET AB
5567062988,KÅLLTORPS HANDELSTRÄDGÅRD AB (FB)
5567218515,LASTBILSCENTRALEN I TVÅSTAD AB
5567301493,AB EVERGREEN SOLUTIONS (FB)
5567337760,PEEKAB ING GUNNAR JONSSON I MÖLNDAL AB
5567483044,SEMRÉN &  MÅNSSON ARKITEKTER AB
5567557458,NEONOVA AB
5567706253,VIKTORIA TOLSTOY AB
5567754352,SNIPER BYGG AB
5567889489,ROSEGARDEN I ULLARED AB
5568014186,RESTAURANG PEPE NERO AB
5568023922,MANDAWORKS AB
5568044688,SWEA ASFALT I VÄST AB
5568067689,VITTRASEL UTBILDNINGSFORUM AB
5568086143,COGIDOCS AB
5568147655,CHRISTIAN JACOBSSON AB
5568171788,TROSSA AB
5568344039,MIKAEL ANDERSSON BYGG & SON AB
5568366255,VILLAMONTAGE I VÄST AB
5568416621,NENNAS BAK & MAT AB
5568511942,MALTE FUEL & WASH AB (FB)
5568524374,STYRKEBASERAD I SVERIGE AB
5568560881,BUSS & TAXI I SALA AB
